,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Self Control,Addiction Level,CurrentActivity,ConnectionType,Clusters,DB_Clusters
573,48,Female,Japan,90188,True,True,Waiting staff,Rural,YouTube,12,2,Gaming,3,6391,7,9,18,3,Night,1,9,Boredom,Smartphone,Android,3,7,At home,Wi-Fi,1,0
574,36,Female,India,27597,False,False,Cashier,Urban,TikTok,77,11,Jokes/Memes,17,9429,3,12,40,14,Afternoon,4,6,Boredom,Smartphone,MacOS,6,4,At school,Mobile Data,3,2
575,64,Male,Germany,67093,True,True,Students,Rural,TikTok,34,7,Pranks,28,2406,5,23,43,44,Night,1,9,Entertainment,Tablet,Android,3,7,At work,Mobile Data,1,0
576,33,Female,India,57226,True,False,Teacher,Rural,Facebook,188,6,Life Hacks,9,8440,8,8,15,46,Afternoon,4,6,Habit,Smartphone,Windows,6,4,At school,Wi-Fi,1,0
577,22,Male,Philippines,92127,True,True,Waiting staff,Rural,YouTube,150,10,Pranks,10,637,8,21,48,61,Evening,5,5,Habit,Smartphone,Android,7,3,At school,Mobile Data,4,4
578,52,Other,Mexico,97362,True,False,Labor/Worker,Rural,YouTube,240,5,Vlogs,22,8090,6,5,49,36,Evening,5,5,Habit,Smartphone,MacOS,7,3,At work,Mobile Data,4,4
579,29,Male,Japan,46417,False,True,Students,Rural,TikTok,172,11,Pranks,6,949,5,29,17,13,Evening,5,5,Entertainment,Smartphone,Windows,7,3,At work,Mobile Data,2,1
580,42,Male,Barzil,38693,False,False,driver,Rural,Instagram,139,1,Vlogs,25,3587,2,11,44,16,Evening,5,5,Boredom,Smartphone,Android,7,3,At home,Mobile Data,2,1
581,38,Male,India,99674,True,True,driver,Rural,Facebook,255,2,ASMR,1,1111,9,23,10,80,Night,1,9,Procrastination,Smartphone,Android,3,7,At school,Wi-Fi,1,0
582,53,Other,Japan,73161,True,False,Teacher,Rural,Facebook,181,1,Vlogs,22,8367,1,11,20,5,Morning,7,3,Boredom,Smartphone,Windows,9,1,At school,Mobile Data,4,4
583,40,Female,India,22169,False,True,Teacher,Rural,TikTok,73,19,Life Hacks,12,722,2,13,6,89,Night,1,9,Habit,Tablet,MacOS,3,7,At school,Wi-Fi,3,-1
584,33,Male,United States,42052,False,False,Cashier,Rural,YouTube,40,2,ASMR,5,3842,1,14,8,38,Evening,5,5,Habit,Tablet,Windows,7,3,At home,Mobile Data,2,1
585,56,Female,Japan,91849,True,True,Labor/Worker,Rural,TikTok,56,4,Vlogs,13,3674,4,28,45,50,Morning,7,3,Entertainment,Smartphone,Android,9,1,At work,Mobile Data,0,3
586,62,Male,Vietnam,93851,True,False,Students,Urban,TikTok,139,12,Gaming,27,4866,4,8,34,38,Night,1,9,Habit,Smartphone,iOS,3,7,At work,Mobile Data,1,0
587,59,Female,India,28036,False,True,Labor/Worker,Rural,TikTok,119,18,Gaming,15,702,5,25,32,56,Evening,5,5,Entertainment,Tablet,MacOS,7,3,At work,Wi-Fi,2,1
588,56,Male,Barzil,51778,True,False,Students,Rural,TikTok,78,1,Comedy,22,2128,5,18,42,63,Evening,5,5,Habit,Smartphone,Android,7,3,At work,Wi-Fi,0,3
589,31,Male,Vietnam,47734,False,True,Waiting staff,Urban,Instagram,67,1,Jokes/Memes,11,9118,8,19,4,48,Night,1,9,Boredom,Tablet,iOS,3,7,At home,Mobile Data,3,2
590,48,Female,India,43173,False,False,Labor/Worker,Rural,Instagram,115,14,Vlogs,8,4233,3,12,44,90,Night,1,9,Boredom,Tablet,Android,3,7,At home,Wi-Fi,3,-1
591,22,Male,United States,50403,True,True,Labor/Worker,Rural,YouTube,265,4,Life Hacks,5,2517,6,12,39,59,Evening,5,5,Habit,Smartphone,Android,7,3,At home,Mobile Data,4,4
592,52,Other,United States,86321,True,True,Cashier,Rural,TikTok,180,5,ASMR,2,1149,3,18,20,77,Night,1,9,Entertainment,Tablet,Windows,3,7,At work,Mobile Data,1,0
593,40,Male,Barzil,91675,True,True,Labor/Worker,Rural,Instagram,171,11,Gaming,12,1878,2,10,24,44,Afternoon,4,6,Boredom,Tablet,Android,6,4,At home,Mobile Data,1,-1
594,46,Male,Mexico,26344,False,True,Cashier,Rural,YouTube,295,13,Gaming,28,9445,8,7,24,90,Evening,5,5,Entertainment,Tablet,iOS,7,3,At work,Mobile Data,2,1
595,60,Other,India,38800,False,False,Labor/Worker,Urban,TikTok,80,16,Entertainment,2,9675,1,28,26,55,Afternoon,4,6,Entertainment,Smartphone,Android,6,4,At home,Mobile Data,3,2
596,28,Male,United States,45372,False,True,Teacher,Rural,Facebook,264,13,Jokes/Memes,26,309,9,18,25,55,Night,1,9,Habit,Tablet,Android,3,7,At school,Wi-Fi,3,2
597,35,Male,Barzil,81516,True,False,Labor/Worker,Rural,Instagram,64,2,Entertainment,16,3952,7,12,36,1,Night,1,9,Boredom,Tablet,Android,3,7,At work,Wi-Fi,1,0
598,64,Male,Vietnam,40538,False,True,Students,Rural,YouTube,12,16,Comedy,21,7728,4,14,7,8,Afternoon,4,6,Boredom,Tablet,Windows,6,4,At work,Wi-Fi,2,1
599,29,Female,United States,83918,True,False,Labor/Worker,Rural,Facebook,35,6,Pranks,3,3049,3,15,10,4,Night,1,9,Entertainment,Computer,iOS,3,7,At school,Wi-Fi,1,0
600,26,Female,Philippines,34973,False,True,Students,Rural,TikTok,135,14,Jokes/Memes,10,5766,6,16,47,85,Morning,7,3,Entertainment,Tablet,Android,9,1,At home,Mobile Data,2,1
601,27,Male,United States,91155,True,False,Cashier,Rural,TikTok,62,1,Life Hacks,19,9756,9,2,12,86,Morning,7,3,Boredom,Computer,iOS,9,1,At home,Mobile Data,4,4
602,61,Male,United States,79500,True,True,Students,Urban,TikTok,207,17,Life Hacks,8,9692,9,18,1,53,Night,1,9,Habit,Smartphone,Android,3,7,At home,Mobile Data,1,0
603,34,Male,Vietnam,56575,True,False,Waiting staff,Urban,Instagram,197,11,Vlogs,7,6412,4,12,25,58,Evening,5,5,Procrastination,Tablet,Android,7,3,At school,Mobile Data,4,4
604,55,Female,Indonesia,62261,True,True,Waiting staff,Rural,YouTube,195,19,Trends,1,4865,5,16,16,37,Night,1,9,Entertainment,Smartphone,Android,3,7,At work,Mobile Data,1,-1
605,24,Male,Barzil,47716,False,False,Waiting staff,Rural,Facebook,213,3,Gaming,12,15,9,13,5,49,Evening,5,5,Habit,Smartphone,Android,7,3,At home,Mobile Data,2,1
606,63,Female,India,23236,False,True,Artist,Rural,YouTube,20,11,Entertainment,29,605,2,20,19,67,Evening,5,5,Entertainment,Smartphone,Android,7,3,At home,Mobile Data,2,1
607,30,Female,United States,35848,False,False,driver,Rural,Instagram,155,5,ASMR,28,9573,2,17,4,19,Morning,7,3,Entertainment,Smartphone,Android,9,1,At work,Wi-Fi,2,1
608,57,Other,United States,22352,False,True,Students,Rural,YouTube,94,17,Life Hacks,5,4908,5,18,6,1,Night,1,9,Entertainment,Smartphone,Android,3,7,At school,Mobile Data,3,2
609,59,Male,Philippines,21932,False,False,Waiting staff,Rural,Instagram,109,7,Jokes/Memes,16,8006,1,3,26,29,Night,1,9,Boredom,Smartphone,iOS,3,7,At work,Mobile Data,3,2
610,26,Male,India,96449,True,True,Cashier,Rural,TikTok,113,10,Life Hacks,25,9086,8,23,49,87,Evening,5,5,Boredom,Smartphone,iOS,7,3,At school,Mobile Data,4,4
611,44,Male,Barzil,28556,False,False,driver,Rural,Facebook,55,11,Life Hacks,4,9759,5,10,39,33,Afternoon,4,6,Habit,Tablet,MacOS,6,4,At work,Mobile Data,3,2
612,19,Other,Germany,25498,False,True,Waiting staff,Rural,TikTok,53,3,Pranks,17,6412,2,1,39,52,Morning,7,3,Entertainment,Smartphone,Android,9,1,At school,Wi-Fi,2,1
613,22,Male,Vietnam,96118,True,True,Labor/Worker,Rural,YouTube,287,10,Trends,24,8605,9,6,9,41,Afternoon,4,6,Entertainment,Smartphone,iOS,6,4,At work,Wi-Fi,4,4
614,46,Male,Indonesia,70098,True,True,driver,Rural,TikTok,190,10,Trends,21,4120,2,3,45,23,Afternoon,4,6,Entertainment,Smartphone,Android,6,4,At home,Mobile Data,1,0
615,54,Male,Barzil,84386,True,True,driver,Rural,Facebook,196,14,Gaming,2,8507,7,19,14,5,Evening,5,5,Procrastination,Smartphone,Android,7,3,At home,Wi-Fi,4,4
616,55,Male,United States,29569,False,False,Students,Urban,TikTok,123,12,Entertainment,12,4666,8,4,48,71,Night,1,9,Procrastination,Smartphone,Android,3,7,At school,Mobile Data,3,2
617,36,Female,Philippines,76882,True,True,Labor/Worker,Rural,Facebook,264,15,Vlogs,1,4820,6,29,9,57,Evening,5,5,Habit,Smartphone,Android,7,3,At work,Mobile Data,4,4
618,25,Other,Indonesia,90393,True,False,Manager,Urban,Facebook,39,10,Entertainment,12,7835,7,20,15,6,Evening,5,5,Habit,Smartphone,Android,7,3,At home,Wi-Fi,4,4
619,62,Male,United States,20340,False,True,Waiting staff,Urban,TikTok,273,10,Comedy,12,1849,1,23,37,49,Night,1,9,Entertainment,Tablet,Android,3,7,At home,Wi-Fi,3,2
620,18,Female,Barzil,63949,True,False,Waiting staff,Rural,Instagram,107,19,Vlogs,12,1953,4,3,20,22,Evening,5,5,Entertainment,Computer,Windows,7,3,At work,Wi-Fi,0,3
621,39,Male,India,82443,True,True,Labor/Worker,Rural,YouTube,124,1,Gaming,19,8580,7,8,8,77,Night,1,9,Habit,Smartphone,Android,3,7,At home,Mobile Data,1,0
622,34,Male,Germany,94027,True,False,Labor/Worker,Rural,Instagram,285,10,Vlogs,25,2769,1,8,32,76,Evening,5,5,Entertainment,Smartphone,MacOS,7,3,At school,Mobile Data,0,3
623,24,Male,United States,20138,False,True,Labor/Worker,Rural,Instagram,290,2,Jokes/Memes,17,3046,1,27,47,4,Afternoon,4,6,Boredom,Smartphone,Windows,6,4,At home,Mobile Data,3,2
624,42,Male,Indonesia,20358,False,False,Cashier,Rural,TikTok,284,17,Gaming,20,7594,6,29,21,72,Night,1,9,Boredom,Tablet,iOS,3,7,At home,Mobile Data,3,2
625,62,Female,Indonesia,95250,True,True,Waiting staff,Urban,YouTube,270,7,Trends,24,6840,4,7,41,64,Night,1,9,Boredom,Tablet,iOS,3,7,At school,Mobile Data,1,0
626,21,Male,United States,50654,True,False,Waiting staff,Rural,YouTube,216,7,Trends,24,5066,3,2,19,37,Evening,5,5,Procrastination,Tablet,MacOS,7,3,At work,Mobile Data,4,4
627,53,Male,Pakistan,45879,False,True,Students,Rural,Instagram,220,9,Vlogs,26,2415,5,21,29,31,Afternoon,4,6,Boredom,Smartphone,Windows,6,4,At home,Mobile Data,3,2
628,23,Male,Barzil,75778,True,False,Artist,Rural,TikTok,224,2,ASMR,28,2389,9,6,31,37,Evening,5,5,Entertainment,Tablet,iOS,7,3,At home,Wi-Fi,4,4
629,48,Male,Pakistan,57772,True,True,Students,Rural,YouTube,49,14,Pranks,11,5924,3,28,6,45,Afternoon,4,6,Habit,Smartphone,iOS,6,4,At home,Wi-Fi,4,4
630,36,Female,Mexico,78478,True,False,Labor/Worker,Rural,Instagram,35,17,Entertainment,13,8495,5,16,4,90,Morning,7,3,Boredom,Computer,iOS,9,1,At home,Mobile Data,0,3
631,61,Female,Barzil,84353,True,True,Engineer,Urban,YouTube,36,1,Jokes/Memes,27,763,5,10,43,8,Evening,5,5,Boredom,Smartphone,Android,7,3,At home,Mobile Data,0,3
632,56,Female,United States,46762,False,False,Artist,Rural,TikTok,199,9,Entertainment,8,7541,9,4,29,40,Morning,7,3,Entertainment,Smartphone,Android,9,1,At home,Mobile Data,2,1
633,44,Male,India,33283,False,True,Labor/Worker,Urban,TikTok,92,19,Gaming,10,815,4,13,42,97,Afternoon,4,6,Habit,Smartphone,Android,6,4,At school,Mobile Data,3,2
634,27,Male,Philippines,83922,True,True,Labor/Worker,Rural,TikTok,179,4,Jokes/Memes,8,6255,1,10,3,93,Afternoon,4,6,Entertainment,Smartphone,Android,6,4,At home,Mobile Data,4,4
635,43,Male,United States,59420,True,True,Engineer,Urban,YouTube,176,8,Trends,20,877,5,21,1,5,Evening,5,5,Habit,Smartphone,iOS,7,3,At school,Mobile Data,4,4
636,36,Male,Pakistan,75568,True,True,Waiting staff,Rural,Facebook,197,13,ASMR,8,7173,1,14,44,28,Evening,5,5,Habit,Tablet,MacOS,7,3,At school,Mobile Data,4,4
637,56,Male,India,40219,False,False,Waiting staff,Rural,YouTube,178,4,ASMR,9,7073,6,9,15,81,Evening,5,5,Boredom,Smartphone,Android,7,3,At work,Mobile Data,2,1
638,20,Female,Philippines,77169,True,True,Waiting staff,Rural,Facebook,298,9,Life Hacks,7,4798,7,11,47,87,Night,1,9,Habit,Smartphone,iOS,3,7,At work,Mobile Data,1,0
639,62,Female,United States,94965,True,False,driver,Rural,TikTok,238,9,Trends,14,6989,1,23,21,9,Night,1,9,Habit,Smartphone,Windows,3,7,At work,Mobile Data,1,0
640,30,Other,United States,66840,True,True,driver,Rural,Instagram,106,18,ASMR,28,5039,4,18,46,2,Afternoon,4,6,Habit,Tablet,MacOS,6,4,At school,Mobile Data,4,4
641,45,Male,India,64695,True,False,Students,Rural,Facebook,25,12,Jokes/Memes,2,9771,9,11,31,63,Afternoon,4,6,Procrastination,Tablet,iOS,6,4,At work,Mobile Data,4,4
642,37,Male,United States,97988,True,True,Engineer,Rural,TikTok,288,10,Gaming,25,6324,1,17,7,96,Evening,5,5,Habit,Smartphone,Windows,7,3,At school,Wi-Fi,4,4
643,45,Female,Philippines,78342,True,False,Students,Rural,TikTok,144,11,Trends,11,9395,9,2,17,51,Evening,5,5,Habit,Computer,Android,7,3,At home,Mobile Data,4,4
644,25,Female,United States,38951,False,True,Labor/Worker,Rural,Facebook,35,7,Jokes/Memes,8,2823,8,3,19,31,Evening,5,5,Boredom,Smartphone,Android,7,3,At home,Wi-Fi,2,1
645,58,Other,India,21307,False,False,Students,Rural,Instagram,21,9,ASMR,13,5287,5,11,39,7,Evening,5,5,Procrastination,Tablet,Android,7,3,At work,Wi-Fi,2,1
646,56,Male,India,55428,True,True,Labor/Worker,Rural,TikTok,81,6,Jokes/Memes,21,3285,6,18,3,30,Afternoon,4,6,Entertainment,Tablet,Android,6,4,At school,Wi-Fi,1,0
647,18,Female,India,95774,True,False,Waiting staff,Rural,Facebook,142,19,Entertainment,15,7433,7,27,30,58,Night,1,9,Boredom,Tablet,Android,3,7,At home,Mobile Data,1,0
648,20,Male,Vietnam,58975,True,True,Students,Urban,Instagram,115,16,ASMR,28,6174,4,3,35,3,Evening,5,5,Boredom,Smartphone,Android,7,3,At work,Mobile Data,0,3
649,30,Female,Germany,21140,False,False,Labor/Worker,Rural,Instagram,229,15,Pranks,3,4826,6,26,29,51,Night,1,9,Habit,Tablet,Android,3,7,At school,Mobile Data,3,-1
650,45,Male,United States,44842,False,True,Labor/Worker,Rural,TikTok,186,7,Life Hacks,23,3664,7,15,14,56,Night,1,9,Entertainment,Tablet,Android,3,7,Commuting,Mobile Data,3,2
651,42,Male,United States,46421,False,False,Cashier,Rural,YouTube,291,16,Vlogs,14,497,6,11,35,73,Afternoon,4,6,Entertainment,Tablet,Android,6,4,At work,Mobile Data,3,2
652,50,Male,Barzil,21708,False,True,Artist,Rural,YouTube,142,5,Vlogs,15,7641,6,11,28,10,Evening,5,5,Habit,Smartphone,Windows,7,3,At home,Mobile Data,2,1
653,55,Female,United States,23630,False,False,Waiting staff,Urban,TikTok,31,16,Jokes/Memes,2,4643,2,28,30,61,Night,1,9,Boredom,Tablet,Android,3,7,Commuting,Wi-Fi,3,-1
654,23,Male,Pakistan,39595,False,True,Students,Rural,Instagram,278,1,Vlogs,29,5056,5,28,26,50,Night,1,9,Habit,Smartphone,Android,3,7,At home,Mobile Data,3,2
655,61,Other,United States,96021,True,True,Students,Rural,TikTok,170,19,Pranks,19,131,3,25,7,47,Night,1,9,Boredom,Tablet,iOS,3,7,At school,Mobile Data,1,0
656,62,Male,India,48308,False,True,Labor/Worker,Rural,Facebook,116,5,Life Hacks,12,5443,7,20,39,90,Afternoon,4,6,Procrastination,Computer,iOS,6,4,At home,Mobile Data,3,2
657,49,Male,United States,64789,True,True,Students,Rural,YouTube,288,7,Gaming,25,857,4,28,31,1,Night,1,9,Boredom,Smartphone,Android,3,7,At home,Mobile Data,1,0
658,62,Female,Vietnam,75690,True,False,Labor/Worker,Rural,Facebook,244,19,Pranks,20,8712,1,25,5,94,Evening,5,5,Procrastination,Tablet,iOS,7,3,At school,Wi-Fi,4,4
659,64,Male,India,46086,False,True,Labor/Worker,Rural,TikTok,27,5,Gaming,4,8221,6,11,35,57,Evening,5,5,Procrastination,Smartphone,Windows,7,3,At home,Mobile Data,2,1
660,38,Female,Mexico,36859,False,False,Waiting staff,Rural,TikTok,251,17,Vlogs,3,6147,6,19,47,38,Night,1,9,Habit,Tablet,Android,3,7,At work,Wi-Fi,3,-1
661,33,Male,India,27684,False,True,Cashier,Rural,Instagram,126,8,Life Hacks,5,4604,7,28,14,62,Afternoon,4,6,Habit,Tablet,iOS,6,4,At home,Mobile Data,3,2
662,38,Male,Japan,21207,False,False,Students,Rural,Instagram,295,1,Trends,3,9452,8,1,36,79,Night,1,9,Habit,Computer,Android,3,7,At school,Mobile Data,3,2
663,28,Male,Philippines,66099,True,True,Manager,Rural,Instagram,291,2,Life Hacks,25,1558,3,27,27,89,Evening,5,5,Procrastination,Tablet,MacOS,7,3,Commuting,Mobile Data,4,4
664,54,Male,United States,87496,True,False,Students,Rural,Facebook,153,15,Jokes/Memes,15,15,6,5,24,70,Afternoon,4,6,Procrastination,Computer,Android,6,4,At work,Mobile Data,1,0
665,53,Other,Philippines,86093,True,True,Students,Rural,Instagram,214,18,ASMR,19,3605,2,10,40,82,Evening,5,5,Boredom,Computer,iOS,7,3,At school,Mobile Data,4,4
666,52,Male,Indonesia,49689,False,False,Labor/Worker,Rural,TikTok,48,11,Life Hacks,2,1607,9,10,29,65,Afternoon,4,6,Entertainment,Tablet,Windows,6,4,At work,Wi-Fi,3,2
667,36,Female,Pakistan,68651,True,True,driver,Urban,Instagram,163,10,ASMR,12,5935,2,14,45,62,Afternoon,4,6,Habit,Tablet,Windows,6,4,At work,Mobile Data,1,0
668,37,Male,United States,33893,False,False,Students,Urban,YouTube,185,4,Life Hacks,5,2016,3,2,22,56,Night,1,9,Entertainment,Tablet,MacOS,3,7,Commuting,Mobile Data,3,2
669,35,Male,Pakistan,86418,True,True,Students,Urban,Instagram,250,5,Jokes/Memes,22,3574,2,4,8,67,Morning,7,3,Entertainment,Tablet,Android,9,1,At home,Mobile Data,0,3
670,64,Male,Philippines,80011,True,False,Waiting staff,Urban,Facebook,143,4,Pranks,17,7274,9,2,15,17,Night,1,9,Entertainment,Tablet,Windows,3,7,At school,Mobile Data,1,0
671,58,Male,India,58635,True,True,Students,Rural,YouTube,55,13,Vlogs,14,9935,1,18,49,8,Night,1,9,Habit,Smartphone,Android,3,7,At school,Wi-Fi,1,0
672,31,Male,Japan,76115,True,False,Waiting staff,Rural,YouTube,59,13,Entertainment,28,3791,5,13,5,60,Morning,7,3,Entertainment,Smartphone,Windows,9,1,At school,Mobile Data,0,3
673,32,Male,India,98405,True,True,Waiting staff,Rural,YouTube,175,18,Entertainment,27,6406,1,19,4,40,Evening,5,5,Habit,Computer,Windows,7,3,At work,Mobile Data,4,4
674,48,Male,Mexico,92702,True,False,Students,Rural,Facebook,115,2,Gaming,22,1088,5,5,11,81,Night,1,9,Habit,Tablet,Android,3,7,At work,Mobile Data,1,0
675,18,Male,Japan,98518,True,True,Labor/Worker,Rural,TikTok,225,16,Pranks,10,1361,8,20,18,89,Morning,7,3,Procrastination,Smartphone,MacOS,9,1,At work,Mobile Data,0,3
676,20,Male,Japan,92805,True,True,Students,Rural,Instagram,155,1,Life Hacks,3,4473,8,2,42,62,Night,1,9,Entertainment,Tablet,MacOS,3,7,At school,Mobile Data,1,0
677,33,Female,India,78954,True,True,Teacher,Rural,YouTube,81,19,Jokes/Memes,4,5294,8,11,49,41,Night,1,9,Boredom,Tablet,Android,3,7,Commuting,Wi-Fi,1,-1
678,40,Female,India,48064,False,True,Artist,Rural,YouTube,282,9,Pranks,6,7106,2,26,30,12,Morning,7,3,Boredom,Smartphone,iOS,9,1,At school,Mobile Data,2,1
679,28,Male,Vietnam,99063,True,False,Manager,Rural,YouTube,256,3,Vlogs,24,7319,8,18,15,93,Afternoon,4,6,Entertainment,Smartphone,iOS,6,4,At work,Mobile Data,4,4
680,29,Other,Philippines,22454,False,True,Manager,Urban,TikTok,195,7,Life Hacks,25,8667,5,6,6,89,Night,1,9,Habit,Smartphone,Android,3,7,At home,Mobile Data,3,2
681,27,Female,India,40878,False,False,Labor/Worker,Rural,TikTok,79,10,Life Hacks,22,9481,1,23,16,54,Evening,5,5,Habit,Computer,Windows,7,3,Commuting,Wi-Fi,2,1
682,49,Male,Pakistan,71098,True,True,Labor/Worker,Rural,Facebook,159,1,Entertainment,16,8520,7,28,47,89,Afternoon,4,6,Habit,Smartphone,MacOS,6,4,At school,Mobile Data,4,4
683,33,Male,India,82154,True,False,Teacher,Rural,TikTok,255,10,ASMR,7,1186,6,10,40,93,Morning,7,3,Boredom,Smartphone,Android,9,1,At work,Wi-Fi,0,3
684,25,Male,Pakistan,32991,False,True,Students,Urban,Instagram,271,9,Entertainment,15,3414,5,22,9,11,Evening,5,5,Habit,Smartphone,Android,7,3,At school,Mobile Data,2,1
685,55,Female,Vietnam,88344,True,False,driver,Rural,Facebook,35,15,Pranks,21,5486,1,23,43,60,Night,1,9,Boredom,Smartphone,Android,3,7,At work,Wi-Fi,1,0
686,29,Male,Mexico,56593,True,True,driver,Rural,Facebook,149,15,Jokes/Memes,28,3536,1,17,34,68,Evening,5,5,Habit,Tablet,Android,7,3,At school,Mobile Data,4,4
687,41,Male,United States,56304,True,False,Students,Rural,Instagram,108,3,Gaming,25,1773,6,22,27,78,Night,1,9,Procrastination,Computer,Windows,3,7,Commuting,Mobile Data,1,0
688,45,Female,Vietnam,50386,True,True,Waiting staff,Rural,Instagram,287,5,Pranks,20,5415,7,11,13,46,Evening,5,5,Procrastination,Smartphone,Android,7,3,At home,Wi-Fi,4,4
689,25,Female,Germany,75220,True,False,Students,Rural,Instagram,60,9,ASMR,26,2558,1,19,36,38,Evening,5,5,Boredom,Smartphone,Android,7,3,At home,Mobile Data,0,3
690,45,Male,Barzil,89338,True,True,Students,Rural,Facebook,160,9,Life Hacks,11,5907,9,17,27,61,Night,1,9,Procrastination,Smartphone,Android,3,7,At home,Wi-Fi,1,0
691,53,Male,India,41083,False,False,Waiting staff,Urban,Facebook,113,7,Pranks,22,5079,4,24,9,17,Morning,7,3,Boredom,Smartphone,Android,9,1,At work,Wi-Fi,2,1
692,43,Other,Mexico,38354,False,True,Students,Rural,Facebook,98,12,Vlogs,21,9454,5,4,5,66,Night,1,9,Boredom,Computer,Android,3,7,At home,Mobile Data,3,2
693,25,Female,Germany,42190,False,False,Waiting staff,Rural,Instagram,150,9,Jokes/Memes,1,6724,2,26,22,72,Afternoon,4,6,Entertainment,Smartphone,Android,6,4,At home,Mobile Data,3,2
694,45,Female,Indonesia,26142,False,True,Cashier,Rural,Instagram,222,6,Life Hacks,5,5420,8,24,31,36,Evening,5,5,Boredom,Computer,MacOS,7,3,At home,Wi-Fi,2,1
695,45,Female,Mexico,48398,False,False,Teacher,Urban,YouTube,242,2,Life Hacks,13,3291,2,26,3,74,Night,1,9,Entertainment,Smartphone,Android,3,7,At work,Mobile Data,3,2
696,54,Other,India,71971,True,True,Cashier,Urban,TikTok,192,9,Gaming,21,9210,3,14,30,7,Evening,5,5,Entertainment,Tablet,Android,7,3,At home,Wi-Fi,4,4
697,58,Male,India,61862,True,True,Artist,Rural,YouTube,260,17,Vlogs,14,9981,9,27,21,16,Afternoon,4,6,Entertainment,Tablet,Android,6,4,At work,Mobile Data,4,4
698,53,Male,Vietnam,73410,True,True,Students,Rural,Instagram,18,1,Life Hacks,9,3524,2,20,35,14,Evening,5,5,Boredom,Computer,MacOS,7,3,Commuting,Mobile Data,4,4
699,44,Female,Barzil,39503,False,True,Cashier,Rural,Facebook,88,19,Gaming,17,3504,6,4,6,80,Evening,5,5,Boredom,Tablet,Android,7,3,At school,Wi-Fi,2,1
700,34,Female,Mexico,68456,True,False,Students,Urban,Instagram,61,6,Vlogs,15,8998,4,28,28,25,Afternoon,4,6,Procrastination,Computer,iOS,6,4,At home,Wi-Fi,4,4
701,26,Male,Philippines,28016,False,True,Students,Urban,TikTok,278,5,Life Hacks,21,5989,7,14,32,4,Night,1,9,Boredom,Smartphone,Windows,3,7,At home,Wi-Fi,3,2
702,50,Other,India,22384,False,False,Cashier,Rural,YouTube,235,2,Jokes/Memes,7,2666,6,26,42,29,Evening,5,5,Entertainment,Computer,Android,7,3,At home,Mobile Data,2,1
703,37,Male,United States,82320,True,True,Students,Rural,YouTube,60,9,Trends,27,8596,9,4,37,56,Night,1,9,Boredom,Computer,Android,3,7,At school,Wi-Fi,1,0
704,30,Male,Vietnam,35072,False,False,Students,Urban,Facebook,195,14,Jokes/Memes,22,7140,9,6,25,6,Night,1,9,Habit,Smartphone,iOS,3,7,At home,Wi-Fi,3,2
705,45,Male,India,60510,True,True,driver,Rural,YouTube,43,4,Vlogs,22,8785,4,9,32,1,Evening,5,5,Habit,Tablet,MacOS,7,3,At home,Mobile Data,4,4
706,46,Male,Barzil,68933,True,False,Labor/Worker,Rural,YouTube,239,4,Trends,12,6895,1,21,35,39,Evening,5,5,Habit,Smartphone,Android,7,3,At school,Mobile Data,0,3
707,30,Female,United States,41826,False,True,Labor/Worker,Urban,Instagram,140,15,Entertainment,23,4107,2,12,22,1,Evening,5,5,Habit,Smartphone,Android,7,3,At home,Mobile Data,2,1
708,63,Female,Mexico,88026,True,False,Labor/Worker,Rural,YouTube,129,8,Pranks,6,3280,8,29,24,63,Night,1,9,Procrastination,Tablet,iOS,3,7,At home,Wi-Fi,1,0
709,52,Male,Philippines,45518,False,True,Artist,Rural,YouTube,256,4,Life Hacks,21,2212,8,26,39,57,Night,1,9,Boredom,Smartphone,iOS,3,7,At home,Wi-Fi,3,2
710,23,Male,Mexico,44045,False,False,Waiting staff,Rural,YouTube,201,16,Entertainment,16,8078,2,8,30,67,Afternoon,4,6,Procrastination,Smartphone,Android,6,4,At school,Wi-Fi,3,2
711,35,Other,Japan,70876,True,True,Students,Rural,Facebook,219,4,Life Hacks,26,9734,4,24,32,65,Evening,5,5,Entertainment,Tablet,iOS,7,3,At home,Mobile Data,4,4
712,22,Male,Barzil,71919,True,False,Waiting staff,Rural,Facebook,112,16,Entertainment,5,7601,1,4,31,65,Evening,5,5,Habit,Smartphone,Android,7,3,At work,Mobile Data,0,3
713,64,Other,Germany,47103,False,True,Students,Rural,Instagram,142,12,Vlogs,9,613,7,27,23,21,Night,1,9,Entertainment,Smartphone,Android,3,7,At home,Mobile Data,3,2
714,42,Female,India,56188,True,False,Artist,Rural,YouTube,148,16,Entertainment,14,868,4,26,40,30,Morning,7,3,Boredom,Computer,Windows,9,1,At school,Mobile Data,0,3
715,19,Male,Philippines,25845,False,True,Labor/Worker,Rural,Facebook,130,19,ASMR,8,811,8,25,33,96,Evening,5,5,Entertainment,Tablet,Windows,7,3,At home,Mobile Data,2,1
716,27,Female,India,56674,True,False,driver,Rural,Facebook,103,8,Jokes/Memes,14,4862,9,25,25,33,Night,1,9,Habit,Tablet,iOS,3,7,At school,Mobile Data,1,0
